year,hbr,age,sex,diagnosis,number_of_deaths,crude_rate,easr
2021,S08000030,65-74,Male,Subarachnoid Haemorrhage,0,0,0
2021,S08000030,65-74,Female,Subarachnoid Haemorrhage,1,3.90960982093987,4.137515985857218
2021,S08000030,over 75,Male,Subarachnoid Haemorrhage,1,5.54754243869966,7.563724377883668
2021,S08000030,over 75,Female,Subarachnoid Haemorrhage,4,16.3045693555619,13.998327605429049
2021,S08000031,0-44,Male,Subarachnoid Haemorrhage,1,0.290028248751428,0.240620430525478
2021,S08000031,0-44,Female,Subarachnoid Haemorrhage,0,0,0
2021,S08000031,45-64,Male,Subarachnoid Haemorrhage,5,3.44848990627004,3.3186547118799767
2021,S08000031,45-64,Female,Subarachnoid Haemorrhage,9,5.5996266915539,5.33549994483987
2021,S08000031,65-74,Male,Subarachnoid Haemorrhage,1,1.92093434246417,1.8754368915485993
2021,S08000031,65-74,Female,Subarachnoid Haemorrhage,3,5.11352014726938,5.114644762348031
2021,S08000031,over 75,Male,Subarachnoid Haemorrhage,2,5.66267448115745,5.72442612628084
2021,S08000031,over 75,Female,Subarachnoid Haemorrhage,7,12.9826773990133,12.57794108020647
2021,S08000032,0-44,Male,Subarachnoid Haemorrhage,2,1.14442009372801,1.26950975241523
2021,S08000032,0-44,Female,Subarachnoid Haemorrhage,0,0,0
2021,S08000032,45-64,Male,Subarachnoid Haemorrhage,5,5.47657122828539,5.351004254134368
2021,S08000032,45-64,Female,Subarachnoid Haemorrhage,4,4.06607369758577,4.169881036430906
2021,S08000032,65-74,Male,Subarachnoid Haemorrhage,1,2.97964899734811,3.025544673679879
2021,S08000032,65-74,Female,Subarachnoid Haemorrhage,1,2.64277597188086,2.660430617299716
2021,S08000032,over 75,Male,Subarachnoid Haemorrhage,2,9.06166462779212,13.173531145827129
2021,S08000032,over 75,Female,Subarachnoid Haemorrhage,2,6.32011376204772,6.287604276740843
2021,S92000003,0-44,Male,Subarachnoid Haemorrhage,6,0.408681762916898,0.4418027586801558
2021,S92000003,0-44,Female,Subarachnoid Haemorrhage,2,0.138142630884962,0.14743086482584614
2021,S92000003,45-64,Male,Subarachnoid Haemorrhage,24,3.33478767128998,3.331757639199324
2021,S92000003,45-64,Female,Subarachnoid Haemorrhage,38,4.93225291035371,4.89033788126597
2021,S92000003,65-74,Male,Subarachnoid Haemorrhage,13,4.5684405101191,4.571578548462639
2021,S92000003,65-74,Female,Subarachnoid Haemorrhage,19,6.10899082686798,6.150722492593221
2021,S92000003,over 75,Male,Subarachnoid Haemorrhage,15,7.49325606953742,8.47182232218837
2021,S92000003,over 75,Female,Subarachnoid Haemorrhage,32,11.506528156834,11.45147687258451
2019,S08000015,All,Male,Subarachnoid Haemorrhage,0,0,0
2019,S08000015,All,Female,Subarachnoid Haemorrhage,9,4.67991950538451,4.406838615899572
2019,S08000016,All,Male,Subarachnoid Haemorrhage,0,0,0
2019,S08000016,All,Female,Subarachnoid Haemorrhage,0,0,0
2019,S08000017,All,Male,Subarachnoid Haemorrhage,1,1.3805480775868,1.179245283018868
2019,S08000017,All,Female,Subarachnoid Haemorrhage,5,6.54236179260713,4.990554675795037
2019,S08000019,All,Male,Subarachnoid Haemorrhage,2,1.33665715412325,1.4638948603081752
2019,S08000019,All,Female,Subarachnoid Haemorrhage,8,5.09511951239706,4.691700935314549
2019,S08000020,All,Male,Subarachnoid Haemorrhage,6,2.05985244590313,2.251874381793542
2019,S08000020,All,Female,Subarachnoid Haemorrhage,8,2.71723439882887,2.7334726740590045
2019,S08000022,All,Male,Subarachnoid Haemorrhage,3,1.8950041374257,1.6520664367106883
2019,S08000022,All,Female,Subarachnoid Haemorrhage,8,4.89629044794937,4.192781488939161
2019,S08000024,All,Male,Subarachnoid Haemorrhage,8,1.80945121606431,2.0291640709982772
2019,S08000024,All,Female,Subarachnoid Haemorrhage,21,4.51169495785862,4.957488710630848
2019,S08000025,All,Male,Subarachnoid Haemorrhage,0,0,0
2019,S08000025,All,Female,Subarachnoid Haemorrhage,1,8.94134477825465,7.719714964370547
2019,S08000026,All,Male,Subarachnoid Haemorrhage,0,0,0
2019,S08000026,All,Female,Subarachnoid Haemorrhage,0,0,0
2019,S08000028,All,Male,Subarachnoid Haemorrhage,0,0,0
2019,S08000028,All,Female,Subarachnoid Haemorrhage,1,7.39426205264714,6.4935064935064934
2019,S08000029,All,Male,Subarachnoid Haemorrhage,2,1.10245074801283,1.0807870016209224
2019,S08000029,All,Female,Subarachnoid Haemorrhage,14,7.28650539201399,6.6710749987160165
2019,S08000030,All,Male,Subarachnoid Haemorrhage,2,0.982409949847972,1.0354508358350882
2019,S08000030,All,Female,Subarachnoid Haemorrhage,5,2.33766112329292,2.189362088424445
2019,S08000031,All,Male,Subarachnoid Haemorrhage,9,1.56605080268804,1.8852721753957415
2019,S08000031,All,Female,Subarachnoid Haemorrhage,21,3.45152902735912,3.483617904482696
2019,S08000032,All,Male,Subarachnoid Haemorrhage,8,2.49691007378369,2.5192539343038995
2019,S08000032,All,Female,Subarachnoid Haemorrhage,10,2.92822338830585,2.77457234112205
2019,S92000003,All,Male,Subarachnoid Haemorrhage,41,1.53961523888632,1.6013413202302422
2019,S92000003,All,Female,Subarachnoid Haemorrhage,111,3.96386526143477,3.814187977420514
2020,S08000015,All,Male,Subarachnoid Haemorrhage,5,2.83445105186479,2.9464312034361253
2020,S08000015,All,Female,Subarachnoid Haemorrhage,6,3.13170380345427,2.579388511894604
2020,S08000016,All,Male,Subarachnoid Haemorrhage,4,7.13623064297438,5.397410440950029
2020,S08000016,All,Female,Subarachnoid Haemorrhage,2,3.37906332364668,2.552080830019758
2020,S08000017,All,Male,Subarachnoid Haemorrhage,3,4.15656390717007,3.4408540789082513
2020,S08000017,All,Female,Subarachnoid Haemorrhage,4,5.25520593838271,5.007259114665707
2020,S08000019,All,Male,Subarachnoid Haemorrhage,3,2.01178908403243,1.7795271377451736
2020,S08000019,All,Female,Subarachnoid Haemorrhage,6,3.82631098980288,3.400300274979508
2020,S08000020,All,Male,Subarachnoid Haemorrhage,7,2.40508503693523,2.5602007695123365
2020,S08000020,All,Female,Subarachnoid Haemorrhage,10,3.3955857385399,3.3121696699544305
2020,S08000022,All,Male,Subarachnoid Haemorrhage,4,2.52919641107029,2.395195657794919
2020,S08000022,All,Female,Subarachnoid Haemorrhage,10,6.14601707363543,5.415857519133916
2020,S08000024,All,Male,Subarachnoid Haemorrhage,13,2.92359521250039,3.265122908896377
2020,S08000024,All,Female,Subarachnoid Haemorrhage,11,2.35127139656971,2.4965817720168046
2020,S08000025,All,Male,Subarachnoid Haemorrhage,0,0,0
2020,S08000025,All,Female,Subarachnoid Haemorrhage,2,17.7920113868873,15.907670898298829
2020,S08000026,All,Male,Subarachnoid Haemorrhage,0,0,0
2020,S08000026,All,Female,Subarachnoid Haemorrhage,0,0,0
2020,S08000028,All,Male,Subarachnoid Haemorrhage,0,0,0
2020,S08000028,All,Female,Subarachnoid Haemorrhage,0,0,0
2020,S08000029,All,Male,Subarachnoid Haemorrhage,3,1.65062806397834,2.1666336343063897
2020,S08000029,All,Female,Subarachnoid Haemorrhage,5,2.59900925767098,2.362039690218553
2020,S08000030,All,Male,Subarachnoid Haemorrhage,3,1.4771412393215,1.3942064088472503
2020,S08000030,All,Female,Subarachnoid Haemorrhage,9,4.21634536553372,3.7292264212753814
2020,S08000031,All,Male,Subarachnoid Haemorrhage,13,2.25490876292236,2.4245218563586772
2020,S08000031,All,Female,Subarachnoid Haemorrhage,16,2.62846628991983,2.631271341705677
2020,S08000032,All,Male,Subarachnoid Haemorrhage,5,1.56056879611481,1.3894568943120391
2020,S08000032,All,Female,Subarachnoid Haemorrhage,24,7.02650162195079,6.602857178778506
2020,S92000003,All,Male,Subarachnoid Haemorrhage,63,2.36378944714342,2.446063006381707
2020,S92000003,All,Female,Subarachnoid Haemorrhage,105,3.74894493978123,3.5622208201086485
2021,S08000015,All,Male,Subarachnoid Haemorrhage,3,1.69802350064525,1.439762588108897
2021,S08000015,All,Female,Subarachnoid Haemorrhage,2,1.04159071734353,0.8098458494873122
2021,S08000016,All,Male,Subarachnoid Haemorrhage,2,3.53769413096544,2.595394189437678
2021,S08000016,All,Female,Subarachnoid Haemorrhage,2,3.36213562855126,2.524786439299789
2021,S08000017,All,Male,Subarachnoid Haemorrhage,1,1.38205539278014,1.0432968179447053
2021,S08000017,All,Female,Subarachnoid Haemorrhage,0,0,0
2021,S08000019,All,Male,Subarachnoid Haemorrhage,4,2.6857714542781,3.44065918574839
2021,S08000019,All,Female,Subarachnoid Haemorrhage,2,1.27569732805195,1.1529276126163222
2021,S08000020,All,Male,Subarachnoid Haemorrhage,10,3.43144992485125,3.691759235429649
2021,S08000020,All,Female,Subarachnoid Haemorrhage,12,4.06630792794502,3.9647801944900327
2021,S08000022,All,Male,Subarachnoid Haemorrhage,3,1.87695907603561,2.004214415559315
2021,S08000022,All,Female,Subarachnoid Haemorrhage,11,6.68908523718888,5.713709875047286
2021,S08000024,All,Male,Subarachnoid Haemorrhage,9,2.01617419745066,2.258122784621323
2021,S08000024,All,Female,Subarachnoid Haemorrhage,14,2.97923050732039,3.2024498545165767
2021,S08000025,All,Male,Subarachnoid Haemorrhage,0,0,0
2021,S08000025,All,Female,Subarachnoid Haemorrhage,2,17.6429075511644,14.277967020861936
2021,S08000026,All,Male,Subarachnoid Haemorrhage,0,0,0
2021,S08000026,All,Female,Subarachnoid Haemorrhage,2,17.683465959328,15.691868758915836
2021,S08000028,All,Male,Subarachnoid Haemorrhage,1,7.58207597240124,6.578947368421052
2021,S08000028,All,Female,Subarachnoid Haemorrhage,0,0,0
2021,S08000029,All,Male,Subarachnoid Haemorrhage,3,1.64769981106375,1.672613340906357
2021,S08000029,All,Female,Subarachnoid Haemorrhage,9,4.67149041306356,4.445943370871012
2021,S08000030,All,Male,Subarachnoid Haemorrhage,3,1.47441883324323,1.8504565633403591
2021,S08000030,All,Female,Subarachnoid Haemorrhage,9,4.20207302269119,3.4480541387931267
2021,S08000031,All,Male,Subarachnoid Haemorrhage,9,1.55935421943926,1.7214977561098306
2021,S08000031,All,Female,Subarachnoid Haemorrhage,19,3.12562718177003,3.0829598826476907
2021,S08000032,All,Male,Subarachnoid Haemorrhage,10,3.10857313384583,3.6068513875106607
2021,S08000032,All,Female,Subarachnoid Haemorrhage,7,2.04475680538881,1.950248074377336
2021,S92000003,All,Male,Subarachnoid Haemorrhage,58,2.17020222543013,2.3639690206606354
2021,S92000003,All,Female,Subarachnoid Haemorrhage,91,3.24150494169209,3.0520109857963336
2019,S08000015,under 75,Male,Subarachnoid Haemorrhage,0,0,0
2019,S08000015,under 75,Female,Subarachnoid Haemorrhage,9,5.27006136693681,4.8426797976918365
2019,S08000016,under 75,Male,Subarachnoid Haemorrhage,0,0,0
2019,S08000016,under 75,Female,Subarachnoid Haemorrhage,0,0,0
2019,S08000017,under 75,Male,Subarachnoid Haemorrhage,0,0,0
2019,S08000017,under 75,Female,Subarachnoid Haemorrhage,3,4.50119281609626,3.511097289356915
2019,S08000019,under 75,Male,Subarachnoid Haemorrhage,1,0.720850603712381,0.6536631281702662
2019,S08000019,under 75,Female,Subarachnoid Haemorrhage,5,3.52204447637765,3.1597556871092745
2019,S08000020,under 75,Male,Subarachnoid Haemorrhage,4,1.47427392009435,1.5449722583709933
2019,S08000020,under 75,Female,Subarachnoid Haemorrhage,6,2.24754455757085,2.26354877974448
2019,S08000022,under 75,Male,Subarachnoid Haemorrhage,3,2.08265357834596,1.8154576227589985
2019,S08000022,under 75,Female,Subarachnoid Haemorrhage,7,4.84952613201796,4.127917756034453
2019,S08000024,under 75,Male,Subarachnoid Haemorrhage,8,1.92807322822121,2.2298506274706344
2019,S08000024,under 75,Female,Subarachnoid Haemorrhage,17,3.98908398899013,4.404550105171137
2019,S08000025,under 75,Male,Subarachnoid Haemorrhage,0,0,0
2019,S08000025,under 75,Female,Subarachnoid Haemorrhage,0,0,8.483203257550052
2019,S08000026,under 75,Male,Subarachnoid Haemorrhage,0,0,0
2019,S08000026,under 75,Female,Subarachnoid Haemorrhage,0,0,0
2019,S08000028,under 75,Male,Subarachnoid Haemorrhage,0,0,0
2019,S08000028,under 75,Female,Subarachnoid Haemorrhage,0,0,7.135721421435707
2019,S08000029,under 75,Male,Subarachnoid Haemorrhage,1,0.598465534369876,0.5638694980433728
2019,S08000029,under 75,Female,Subarachnoid Haemorrhage,11,6.3707916577379,5.798114000905637
2019,S08000030,under 75,Male,Subarachnoid Haemorrhage,2,1.07438504885766,1.1378580613572398
2019,S08000030,under 75,Female,Subarachnoid Haemorrhage,4,2.10704860434368,2.053228380824448
2019,S08000031,under 75,Male,Subarachnoid Haemorrhage,7,1.29672613699726,1.502044179507629
2019,S08000031,under 75,Female,Subarachnoid Haemorrhage,13,2.34749414029347,2.477144991823518
2019,S08000032,under 75,Male,Subarachnoid Haemorrhage,7,2.34146602532797,2.3555385472273382
2019,S08000032,under 75,Female,Subarachnoid Haemorrhage,6,1.93464760393894,1.807720366745886
2019,S92000003,under 75,Male,Subarachnoid Haemorrhage,33,1.33582903978989,1.3648989174218686
2019,S92000003,under 75,Female,Subarachnoid Haemorrhage,83,3.28442442836176,3.196818483172569
2020,S08000015,under 75,Male,Subarachnoid Haemorrhage,3,1.86978796604465,1.5228948665676811
2020,S08000015,under 75,Female,Subarachnoid Haemorrhage,2,1.17717689437192,0.9618007708395996
2020,S08000016,under 75,Male,Subarachnoid Haemorrhage,3,5.94718896201729,4.2327641613782445
2020,S08000016,under 75,Female,Subarachnoid Haemorrhage,1,1.92644820743994,1.328458775267286
2020,S08000017,under 75,Male,Subarachnoid Haemorrhage,3,4.66679111442972,3.781158328470606
2020,S08000017,under 75,Female,Subarachnoid Haemorrhage,3,4.53247518469836,4.44686189142625
2020,S08000019,under 75,Male,Subarachnoid Haemorrhage,3,2.17306271458994,1.9555243271924985
2020,S08000019,under 75,Female,Subarachnoid Haemorrhage,5,3.53097370130787,3.1523204745592586
2020,S08000020,under 75,Male,Subarachnoid Haemorrhage,4,1.47681583737304,1.4548398115260672
2020,S08000020,under 75,Female,Subarachnoid Haemorrhage,8,2.99871430124334,2.9055364165138213
2020,S08000022,under 75,Male,Subarachnoid Haemorrhage,3,2.09054862964537,2.0062852481212783
2020,S08000022,under 75,Female,Subarachnoid Haemorrhage,6,4.18214641694606,3.7932739618665434
2020,S08000024,under 75,Male,Subarachnoid Haemorrhage,10,2.39805853181264,2.5875811462069103
2020,S08000024,under 75,Female,Subarachnoid Haemorrhage,11,2.56755589685895,2.7434964527657195
2020,S08000025,under 75,Male,Subarachnoid Haemorrhage,0,0,0
2020,S08000025,under 75,Female,Subarachnoid Haemorrhage,0,0,17.480957031097613
2020,S08000026,under 75,Male,Subarachnoid Haemorrhage,0,0,0
2020,S08000026,under 75,Female,Subarachnoid Haemorrhage,0,0,0
2020,S08000028,under 75,Male,Subarachnoid Haemorrhage,0,0,0
2020,S08000028,under 75,Female,Subarachnoid Haemorrhage,0,0,0
2020,S08000029,under 75,Male,Subarachnoid Haemorrhage,2,1.19751157095555,1.3171202453522763
2020,S08000029,under 75,Female,Subarachnoid Haemorrhage,4,2.31866583967585,2.055846415305761
2020,S08000030,under 75,Male,Subarachnoid Haemorrhage,3,1.61718964783,1.532094954777198
2020,S08000030,under 75,Female,Subarachnoid Haemorrhage,7,3.69843978675853,3.350719766150411
2020,S08000031,under 75,Male,Subarachnoid Haemorrhage,13,2.40027326187904,2.664309732262282
2020,S08000031,under 75,Female,Subarachnoid Haemorrhage,8,1.4423640346528,1.4838724391622518
2020,S08000032,under 75,Male,Subarachnoid Haemorrhage,5,1.67385867945941,1.526875708035208
2020,S08000032,under 75,Female,Subarachnoid Haemorrhage,18,5.80360597384508,5.361912734942152
2020,S92000003,under 75,Male,Subarachnoid Haemorrhage,52,2.10539101564872,2.100191700553539
2020,S92000003,under 75,Female,Subarachnoid Haemorrhage,75,2.9687297755284,2.821051961390703
2021,S08000015,under 75,Male,Subarachnoid Haemorrhage,2,1.24671179763374,1.0237719855033889
2021,S08000015,under 75,Female,Subarachnoid Haemorrhage,0,0,0
2021,S08000016,under 75,Male,Subarachnoid Haemorrhage,2,3.94477317554241,2.852081526854592
2021,S08000016,under 75,Female,Subarachnoid Haemorrhage,2,3.84002457615729,2.774490592637131
2021,S08000017,under 75,Male,Subarachnoid Haemorrhage,1,1.55550024888004,1.1464800197194562
2021,S08000017,under 75,Female,Subarachnoid Haemorrhage,0,0,0
2021,S08000019,under 75,Male,Subarachnoid Haemorrhage,3,2.18058119757519,2.327371278018755
2021,S08000019,under 75,Female,Subarachnoid Haemorrhage,2,1.41553836462853,1.2669534204574968
2021,S08000020,under 75,Male,Subarachnoid Haemorrhage,6,2.21824581121249,2.2164642748440437
2021,S08000020,under 75,Female,Subarachnoid Haemorrhage,6,2.24933082407984,2.2087565857547435
2021,S08000022,under 75,Male,Subarachnoid Haemorrhage,1,0.691237868775403,0.5661785521270299
2021,S08000022,under 75,Female,Subarachnoid Haemorrhage,8,5.52753402888137,4.71739532793533
2021,S08000024,under 75,Male,Subarachnoid Haemorrhage,8,1.91409997822711,2.152795546637189
2021,S08000024,under 75,Female,Subarachnoid Haemorrhage,8,1.86168603595847,2.033521460766778
2021,S08000025,under 75,Male,Subarachnoid Haemorrhage,0,0,0
2021,S08000025,under 75,Female,Subarachnoid Haemorrhage,0,0,8.231468905626208
2021,S08000026,under 75,Male,Subarachnoid Haemorrhage,0,0,0
2021,S08000026,under 75,Female,Subarachnoid Haemorrhage,0,0,17.243811822984433
2021,S08000028,under 75,Male,Subarachnoid Haemorrhage,0,0,0
2021,S08000028,under 75,Female,Subarachnoid Haemorrhage,0,0,0
2021,S08000029,under 75,Male,Subarachnoid Haemorrhage,3,1.79746198367905,1.8380366383586344
2021,S08000029,under 75,Female,Subarachnoid Haemorrhage,8,4.63921411712856,4.366199870177277
2021,S08000030,under 75,Male,Subarachnoid Haemorrhage,2,1.07849269860443,1.285408098165746
2021,S08000030,under 75,Female,Subarachnoid Haemorrhage,5,2.6364772445649,2.404620499235728
2021,S08000031,under 75,Male,Subarachnoid Haemorrhage,7,1.29188713335782,1.3256037414775326
2021,S08000031,under 75,Female,Subarachnoid Haemorrhage,12,2.16622138782584,2.143895808163856
2021,S08000032,under 75,Male,Subarachnoid Haemorrhage,8,2.67004872838929,2.6606962465782624
2021,S08000032,under 75,Female,Subarachnoid Haemorrhage,5,1.60930046927202,1.521278779638088
2021,S92000003,under 75,Male,Subarachnoid Haemorrhage,43,1.73921343870001,1.7598956172128375
2021,S92000003,under 75,Female,Subarachnoid Haemorrhage,59,2.33272115876935,2.2212945794106895
2019,S08000015,under 75,All,Subarachnoid Haemorrhage,9,2.70967625390269,2.4213398988459183
2019,S08000015,0-44,All,Subarachnoid Haemorrhage,2,1.13244511887843,1.2447631037990168
2019,S08000015,45-64,All,Subarachnoid Haemorrhage,2,1.84292730573243,1.732364529093825
2019,S08000015,65-74,All,Subarachnoid Haemorrhage,5,10.6358086405309,10.211148873223364
2019,S08000015,over 75,All,Subarachnoid Haemorrhage,0,0,0
2019,S08000015,All,All,Subarachnoid Haemorrhage,9,2.43664717348928,2.203419307949786
2019,S08000016,under 75,All,Subarachnoid Haemorrhage,0,0,0
2019,S08000016,0-44,All,Subarachnoid Haemorrhage,0,0,0
2019,S08000016,45-64,All,Subarachnoid Haemorrhage,0,0,0
2019,S08000016,65-74,All,Subarachnoid Haemorrhage,0,0,0
2019,S08000016,over 75,All,Subarachnoid Haemorrhage,0,0,0
2019,S08000016,All,All,Subarachnoid Haemorrhage,0,0,0
2019,S08000017,under 75,All,Subarachnoid Haemorrhage,3,2.28426975702984,1.7555486446784574
2019,S08000017,0-44,All,Subarachnoid Haemorrhage,0,0,0
2019,S08000017,45-64,All,Subarachnoid Haemorrhage,2,4.49903270796779,4.120885135000163
2019,S08000017,65-74,All,Subarachnoid Haemorrhage,1,4.75217411965974,4.814425770308123
2019,S08000017,over 75,All,Subarachnoid Haemorrhage,3,17.1164489074,16.526119030550625
2019,S08000017,All,All,Subarachnoid Haemorrhage,6,4.03063280935107,3.084899979406952
2019,S08000019,under 75,All,Subarachnoid Haemorrhage,6,2.13760474263239,1.90670940763977
2019,S08000019,0-44,All,Subarachnoid Haemorrhage,0,0,0
2019,S08000019,45-64,All,Subarachnoid Haemorrhage,6,6.82407533779173,6.547568154536569
2019,S08000019,65-74,All,Subarachnoid Haemorrhage,0,0,0
2019,S08000019,over 75,All,Subarachnoid Haemorrhage,4,15.4130702836005,14.91880374287968
2019,S08000019,All,All,Subarachnoid Haemorrhage,10,3.26115314375163,3.077797897811362
2019,S08000020,under 75,All,Subarachnoid Haemorrhage,10,1.85777609339412,1.9042605190577364
2019,S08000020,0-44,All,Subarachnoid Haemorrhage,1,0.313360762845441,0.3482233643948574
2019,S08000020,45-64,All,Subarachnoid Haemorrhage,5,3.15192929592203,3.2109344036381056
2019,S08000020,65-74,All,Subarachnoid Haemorrhage,4,6.60894851629106,6.6089413200497065
2019,S08000020,over 75,All,Subarachnoid Haemorrhage,4,8.43490363122601,8.442182839819257
2019,S08000020,All,All,Subarachnoid Haemorrhage,14,2.39030220249274,2.4926735279262733
2019,S08000022,under 75,All,Subarachnoid Haemorrhage,10,3.46751458956764,2.9716876893967252
2019,S08000022,0-44,All,Subarachnoid Haemorrhage,1,0.662041205444627,0.7215274943205479
2019,S08000022,45-64,All,Subarachnoid Haemorrhage,5,5.2436185162657,5.0051062012593075
2019,S08000022,65-74,All,Subarachnoid Haemorrhage,4,9.52630450832361,9.411979115087693
2019,S08000022,over 75,All,Subarachnoid Haemorrhage,1,3.0021915998679,2.4243129497100524
2019,S08000022,All,All,Subarachnoid Haemorrhage,11,3.41933478396021,2.922423962824925
2019,S08000024,under 75,All,Subarachnoid Haemorrhage,25,2.97235118923771,3.3172003663208858
2019,S08000024,0-44,All,Subarachnoid Haemorrhage,3,0.566695316263211,0.6428607937943003
2019,S08000024,45-64,All,Subarachnoid Haemorrhage,11,4.79844355939819,4.882057780462955
2019,S08000024,65-74,All,Subarachnoid Haemorrhage,11,13.3399628906487,13.121544694099052
2019,S08000024,over 75,All,Subarachnoid Haemorrhage,4,6.01548988645763,5.274156194028406
2019,S08000024,All,All,Subarachnoid Haemorrhage,29,3.19531060622755,3.493326390814562
2019,S08000025,under 75,All,Subarachnoid Haemorrhage,0,0,4.241601628775026
2019,S08000025,0-44,All,Subarachnoid Haemorrhage,0,0,0
2019,S08000025,45-64,All,Subarachnoid Haemorrhage,0,0,14.565499932774618
2019,S08000025,65-74,All,Subarachnoid Haemorrhage,0,0,0
2019,S08000025,over 75,All,Subarachnoid Haemorrhage,0,0,0
2019,S08000025,All,All,Subarachnoid Haemorrhage,1,4.49034575662326,3.859857482185274
2019,S08000026,under 75,All,Subarachnoid Haemorrhage,0,0,0
2019,S08000026,0-44,All,Subarachnoid Haemorrhage,0,0,0
2019,S08000026,45-64,All,Subarachnoid Haemorrhage,0,0,0
2019,S08000026,65-74,All,Subarachnoid Haemorrhage,0,0,0
2019,S08000026,over 75,All,Subarachnoid Haemorrhage,0,0,0
2019,S08000026,All,All,Subarachnoid Haemorrhage,0,0,0
2019,S08000028,under 75,All,Subarachnoid Haemorrhage,0,0,3.5678607107178535
2019,S08000028,0-44,All,Subarachnoid Haemorrhage,0,0,0
2019,S08000028,45-64,All,Subarachnoid Haemorrhage,0,0,12.251899044351871
2019,S08000028,65-74,All,Subarachnoid Haemorrhage,0,0,0
2019,S08000028,over 75,All,Subarachnoid Haemorrhage,0,0,0
2019,S08000028,All,All,Subarachnoid Haemorrhage,1,3.74251497005988,3.2467532467532467
2019,S08000029,under 75,All,Subarachnoid Haemorrhage,12,3.53193606018419,3.1809917494745057
2019,S08000029,0-44,All,Subarachnoid Haemorrhage,1,0.520841471481325,0.567157987529006
2019,S08000029,45-64,All,Subarachnoid Haemorrhage,6,5.74003386619981,5.415954998066179
2019,S08000029,65-74,All,Subarachnoid Haemorrhage,5,11.5657745599223,10.982943850177133
2019,S08000029,over 75,All,Subarachnoid Haemorrhage,4,11.8367709288906,10.902538979407437
2019,S08000029,All,All,Subarachnoid Haemorrhage,16,4.28322848346941,3.8759310001684697
2019,S08000030,under 75,All,Subarachnoid Haemorrhage,6,1.59577863358795,1.5955432210908436
2019,S08000030,0-44,All,Subarachnoid Haemorrhage,2,0.93079103275919,1.1020582173984927
2019,S08000030,45-64,All,Subarachnoid Haemorrhage,2,1.77135366847345,1.6046317825321623
2019,S08000030,65-74,All,Subarachnoid Haemorrhage,2,4.14825876838197,4.110528299299606
2019,S08000030,over 75,All,Subarachnoid Haemorrhage,1,2.41091663050292,1.782912565967765
2019,S08000030,All,All,Subarachnoid Haemorrhage,7,1.67676719285218,1.612406462129767
2019,S08000031,under 75,All,Subarachnoid Haemorrhage,20,1.82881722160601,1.9895945856655732
2019,S08000031,0-44,All,Subarachnoid Haemorrhage,2,0.295702700504912,0.3780947508785869
2019,S08000031,45-64,All,Subarachnoid Haemorrhage,12,3.86084237145808,3.845637031986168
2019,S08000031,65-74,All,Subarachnoid Haemorrhage,6,5.63724338798328,5.5930104190942895
2019,S08000031,over 75,All,Subarachnoid Haemorrhage,10,11.1710624797525,9.71015518870608
2019,S08000031,All,All,Subarachnoid Haemorrhage,30,2.53566840219082,2.6844450399392192
2019,S08000032,under 75,All,Subarachnoid Haemorrhage,13,2.13432453553815,2.081629456986612
2019,S08000032,0-44,All,Subarachnoid Haemorrhage,0,0,0
2019,S08000032,45-64,All,Subarachnoid Haemorrhage,7,3.66187310040333,3.685011787714219
2019,S08000032,65-74,All,Subarachnoid Haemorrhage,6,8.69603026218531,8.7405207820338
2019,S08000032,over 75,All,Subarachnoid Haemorrhage,5,9.4682623844872,8.362559242835088
2019,S08000032,All,All,Subarachnoid Haemorrhage,18,2.71944402477716,2.646913137712975
2019,S92000003,under 75,All,Subarachnoid Haemorrhage,116,2.32118148137402,2.2808587002972187
2019,S92000003,0-44,All,Subarachnoid Haemorrhage,12,0.411129128464491,0.4712398517203764
2019,S92000003,45-64,All,Subarachnoid Haemorrhage,60,3.99902956882463,3.9092872420433102
2019,S92000003,65-74,All,Subarachnoid Haemorrhage,44,7.60850769496801,7.4776264590475074
2019,S92000003,over 75,All,Subarachnoid Haemorrhage,36,7.72789232470028,7.02425812838788
2019,S92000003,All,All,Subarachnoid Haemorrhage,152,2.7822012336866,2.707764648825378
2020,S08000015,under 75,All,Subarachnoid Haemorrhage,5,1.5135737292035,1.2423478187036403
2020,S08000015,0-44,All,Subarachnoid Haemorrhage,0,0,0
2020,S08000015,45-64,All,Subarachnoid Haemorrhage,2,1.85663095746458,1.7634947763815143
2020,S08000015,65-74,All,Subarachnoid Haemorrhage,3,6.3323201621074,6.316289516944871
2020,S08000015,over 75,All,Subarachnoid Haemorrhage,6,15.9379482547947,18.137481584945014
2020,S08000015,All,All,Subarachnoid Haemorrhage,11,2.98921166336042,2.762909857665365
2020,S08000016,under 75,All,Subarachnoid Haemorrhage,4,3.90804373100935,2.780611468322765
2020,S08000016,0-44,All,Subarachnoid Haemorrhage,0,0,0
2020,S08000016,45-64,All,Subarachnoid Haemorrhage,1,2.84608378870674,2.603070755801594
2020,S08000016,65-74,All,Subarachnoid Haemorrhage,3,18.5219485089831,17.528977960821845
2020,S08000016,over 75,All,Subarachnoid Haemorrhage,2,15.5195157911073,16.048768881235304
2020,S08000016,All,All,Subarachnoid Haemorrhage,6,5.20652551197501,3.9747456354848936
2020,S08000017,under 75,All,Subarachnoid Haemorrhage,6,4.59865259478973,4.1140101099484285
2020,S08000017,0-44,All,Subarachnoid Haemorrhage,0,0,0
