year,ca,age,sex,diagnosis,number_of_deaths,crude_rate,easr,ca_name,hb,hb_name
2019,S12000006,0-44,All,Other CVD,0,0,0,Dumfries and Galloway,S08000017,NHS Dumfries and Galloway
2019,S12000006,0-44,Female,Other CVD,0,0,0,Dumfries and Galloway,S08000017,NHS Dumfries and Galloway
2019,S12000006,0-44,Male,Other CVD,0,0,0,Dumfries and Galloway,S08000017,NHS Dumfries and Galloway
2019,S12000006,45-64,All,Other CVD,0,0,2.087929678528429,Dumfries and Galloway,S08000017,NHS Dumfries and Galloway
2019,S12000006,45-64,Female,Other CVD,0,0,0,Dumfries and Galloway,S08000017,NHS Dumfries and Galloway
2019,S12000006,45-64,Male,Other CVD,0,0,4.175859357056856,Dumfries and Galloway,S08000017,NHS Dumfries and Galloway
2019,S12000006,65-74,All,Other CVD,0,0,19.38725583700564,Dumfries and Galloway,S08000017,NHS Dumfries and Galloway
2019,S12000006,65-74,Female,Other CVD,0,0,9.628851540616253,Dumfries and Galloway,S08000017,NHS Dumfries and Galloway
2019,S12000006,65-74,Male,Other CVD,0,0,29.145660133394983,Dumfries and Galloway,S08000017,NHS Dumfries and Galloway
2019,S12000006,All,All,Other CVD,45,30.229746070132933,24.461908993656678,Dumfries and Galloway,S08000017,NHS Dumfries and Galloway
2019,S12000006,All,Female,Other CVD,29,37.94569839712128,27.141878968345033,Dumfries and Galloway,S08000017,NHS Dumfries and Galloway
2019,S12000006,All,Male,Other CVD,16,22.088769241388803,21.781939018968323,Dumfries and Galloway,S08000017,NHS Dumfries and Galloway
2019,S12000006,over 75,All,Other CVD,0,0,243.03273073290075,Dumfries and Galloway,S08000017,NHS Dumfries and Galloway
2019,S12000006,over 75,Female,Other CVD,0,0,290.3427728508925,Dumfries and Galloway,S08000017,NHS Dumfries and Galloway
2019,S12000006,over 75,Male,Other CVD,0,0,195.72268861490886,Dumfries and Galloway,S08000017,NHS Dumfries and Galloway
2019,S12000006,under 75,All,Other CVD,0,0,2.845014535929254,Dumfries and Galloway,S08000017,NHS Dumfries and Galloway
2019,S12000006,under 75,Female,Other CVD,0,0,1.1110213316095656,Dumfries and Galloway,S08000017,NHS Dumfries and Galloway
2019,S12000006,under 75,Male,Other CVD,0,0,4.579007740248944,Dumfries and Galloway,S08000017,NHS Dumfries and Galloway
2019,S12000008,0-44,All,Other CVD,0,0,1.5488027754545732,East Ayrshire,S08000015,NHS Ayrshire and Arran
2019,S12000008,0-44,Female,Other CVD,0,0,0,East Ayrshire,S08000015,NHS Ayrshire and Arran
2019,S12000008,0-44,Male,Other CVD,0,0,3.0976055509091474,East Ayrshire,S08000015,NHS Ayrshire and Arran
2019,S12000008,45-64,All,Other CVD,0,0,0,East Ayrshire,S08000015,NHS Ayrshire and Arran
2019,S12000008,45-64,Female,Other CVD,0,0,0,East Ayrshire,S08000015,NHS Ayrshire and Arran
2019,S12000008,45-64,Male,Other CVD,0,0,0,East Ayrshire,S08000015,NHS Ayrshire and Arran
2019,S12000008,65-74,All,Other CVD,0,0,26.94737601052661,East Ayrshire,S08000015,NHS Ayrshire and Arran
2019,S12000008,65-74,Female,Other CVD,0,0,39.35458480913026,East Ayrshire,S08000015,NHS Ayrshire and Arran
2019,S12000008,65-74,Male,Other CVD,0,0,14.540167211922949,East Ayrshire,S08000015,NHS Ayrshire and Arran
2019,S12000008,All,All,Other CVD,39,31.964593066142193,36.193208958158735,East Ayrshire,S08000015,NHS Ayrshire and Arran
2019,S12000008,All,Female,Other CVD,22,35.02013657853269,31.619713130314267,East Ayrshire,S08000015,NHS Ayrshire and Arran
2019,S12000008,All,Male,Other CVD,17,28.721552991265206,40.76670478600322,East Ayrshire,S08000015,NHS Ayrshire and Arran
2019,S12000008,over 75,All,Other CVD,0,0,361.4153442034221,East Ayrshire,S08000015,NHS Ayrshire and Arran
2019,S12000008,over 75,Female,Other CVD,0,0,305.4164636150619,East Ayrshire,S08000015,NHS Ayrshire and Arran
2019,S12000008,over 75,Male,Other CVD,0,0,417.4142247917819,East Ayrshire,S08000015,NHS Ayrshire and Arran
2019,S12000008,under 75,All,Other CVD,0,0,4.028382395440401,East Ayrshire,S08000015,NHS Ayrshire and Arran
2019,S12000008,under 75,Female,Other CVD,0,0,4.5409136318227254,East Ayrshire,S08000015,NHS Ayrshire and Arran
2019,S12000008,under 75,Male,Other CVD,0,0,3.515851159058071,East Ayrshire,S08000015,NHS Ayrshire and Arran
2019,S12000010,0-44,All,Other CVD,0,0,0,East Lothian,S08000024,NHS Lothian
2019,S12000010,0-44,Female,Other CVD,0,0,0,East Lothian,S08000024,NHS Lothian
2019,S12000010,0-44,Male,Other CVD,0,0,0,East Lothian,S08000024,NHS Lothian
2019,S12000010,45-64,All,Other CVD,0,0,0,East Lothian,S08000024,NHS Lothian
2019,S12000010,45-64,Female,Other CVD,0,0,0,East Lothian,S08000024,NHS Lothian
2019,S12000010,45-64,Male,Other CVD,0,0,0,East Lothian,S08000024,NHS Lothian
2019,S12000010,65-74,All,Other CVD,0,0,16.375273312580603,East Lothian,S08000024,NHS Lothian
2019,S12000010,65-74,Female,Other CVD,0,0,15.571958018001169,East Lothian,S08000024,NHS Lothian
2019,S12000010,65-74,Male,Other CVD,0,0,17.178588607160037,East Lothian,S08000024,NHS Lothian
2019,S12000010,All,All,Other CVD,27,25.212438136147142,26.956039819302013,East Lothian,S08000024,NHS Lothian
2019,S12000010,All,Female,Other CVD,15,26.95078786136507,22.629177748802988,East Lothian,S08000024,NHS Lothian
2019,S12000010,All,Male,Other CVD,12,23.331324247078708,31.282901889801042,East Lothian,S08000024,NHS Lothian
2019,S12000010,over 75,All,Other CVD,0,0,280.4070680164561,East Lothian,S08000024,NHS Lothian
2019,S12000010,over 75,Female,Other CVD,0,0,233.26802396569843,East Lothian,S08000024,NHS Lothian
2019,S12000010,over 75,Male,Other CVD,0,0,327.5461120672137,East Lothian,S08000024,NHS Lothian
2019,S12000010,under 75,All,Other CVD,0,0,1.8894546129900718,East Lothian,S08000024,NHS Lothian
2019,S12000010,under 75,Female,Other CVD,0,0,1.7967643866924448,East Lothian,S08000024,NHS Lothian
2019,S12000010,under 75,Male,Other CVD,0,0,1.9821448392876961,East Lothian,S08000024,NHS Lothian
2019,S12000011,0-44,All,Other CVD,0,0,0,East Renfrewshire,S08000031,NHS Greater Glasgow and Clyde
2019,S12000011,0-44,Female,Other CVD,0,0,0,East Renfrewshire,S08000031,NHS Greater Glasgow and Clyde
2019,S12000011,0-44,Male,Other CVD,0,0,0,East Renfrewshire,S08000031,NHS Greater Glasgow and Clyde
2019,S12000011,45-64,All,Other CVD,0,0,15.203724839677832,East Renfrewshire,S08000031,NHS Greater Glasgow and Clyde
2019,S12000011,45-64,Female,Other CVD,0,0,7.108794170788781,East Renfrewshire,S08000031,NHS Greater Glasgow and Clyde
2019,S12000011,45-64,Male,Other CVD,0,0,23.29865550856688,East Renfrewshire,S08000031,NHS Greater Glasgow and Clyde
2019,S12000011,65-74,All,Other CVD,0,0,21.743857360295728,East Renfrewshire,S08000031,NHS Greater Glasgow and Clyde
2019,S12000011,65-74,Female,Other CVD,0,0,0,East Renfrewshire,S08000031,NHS Greater Glasgow and Clyde
2019,S12000011,65-74,Male,Other CVD,0,0,43.48771472059144,East Renfrewshire,S08000031,NHS Greater Glasgow and Clyde
2019,S12000011,All,All,Other CVD,29,30.35695593007427,28.02932573023319,East Renfrewshire,S08000031,NHS Greater Glasgow and Clyde
2019,S12000011,All,Female,Other CVD,15,30.107181566376383,21.499991571201715,East Renfrewshire,S08000031,NHS Greater Glasgow and Clyde
2019,S12000011,All,Male,Other CVD,14,30.629211516583492,34.55865988926466,East Renfrewshire,S08000031,NHS Greater Glasgow and Clyde
2019,S12000011,over 75,All,Other CVD,0,0,241.3025958320834,East Renfrewshire,S08000031,NHS Greater Glasgow and Clyde
2019,S12000011,over 75,Female,Other CVD,0,0,217.95734573269658,East Renfrewshire,S08000031,NHS Greater Glasgow and Clyde
2019,S12000011,over 75,Male,Other CVD,0,0,264.64784593147044,East Renfrewshire,S08000031,NHS Greater Glasgow and Clyde
2019,S12000011,under 75,All,Other CVD,0,0,6.936364950929314,East Renfrewshire,S08000031,NHS Greater Glasgow and Clyde
2019,S12000011,under 75,Female,Other CVD,0,0,2.0701433574275026,East Renfrewshire,S08000031,NHS Greater Glasgow and Clyde
2019,S12000011,under 75,Male,Other CVD,0,0,11.802586544431124,East Renfrewshire,S08000031,NHS Greater Glasgow and Clyde
2019,S12000013,0-44,All,Other CVD,0,0,0,Na h-Eileanan Siar,S08000028,NHS Western Isles
2019,S12000013,0-44,Female,Other CVD,0,0,0,Na h-Eileanan Siar,S08000028,NHS Western Isles
2019,S12000013,0-44,Male,Other CVD,0,0,0,Na h-Eileanan Siar,S08000028,NHS Western Isles
2019,S12000013,45-64,All,Other CVD,0,0,7.105427357601002e-15,Na h-Eileanan Siar,S08000028,NHS Western Isles
2019,S12000013,45-64,Female,Other CVD,0,0,7.105427357601002e-15,Na h-Eileanan Siar,S08000028,NHS Western Isles
2019,S12000013,45-64,Male,Other CVD,0,0,0,Na h-Eileanan Siar,S08000028,NHS Western Isles
2019,S12000013,65-74,All,Other CVD,0,0,27.11790866688362,Na h-Eileanan Siar,S08000028,NHS Western Isles
2019,S12000013,65-74,Female,Other CVD,0,0,0,Na h-Eileanan Siar,S08000028,NHS Western Isles
2019,S12000013,65-74,Male,Other CVD,0,0,54.235817333767216,Na h-Eileanan Siar,S08000028,NHS Western Isles
2019,S12000013,All,All,Other CVD,8,29.94011976047903,21.97376961234893,Na h-Eileanan Siar,S08000028,NHS Western Isles
2019,S12000013,All,Female,Other CVD,4,29.57704821058836,16.441745389113805,Na h-Eileanan Siar,S08000028,NHS Western Isles
2019,S12000013,All,Male,Other CVD,4,30.312215822976704,27.505793835584036,Na h-Eileanan Siar,S08000028,NHS Western Isles
2019,S12000013,over 75,All,Other CVD,0,0,212.51543558140162,Na h-Eileanan Siar,S08000028,NHS Western Isles
2019,S12000013,over 75,Female,Other CVD,0,0,182.68605987904232,Na h-Eileanan Siar,S08000028,NHS Western Isles
2019,S12000013,over 75,Male,Other CVD,0,0,242.34481128376086,Na h-Eileanan Siar,S08000028,NHS Western Isles
2019,S12000013,under 75,All,Other CVD,0,0,3.128989461563494,Na h-Eileanan Siar,S08000028,NHS Western Isles
2019,S12000013,under 75,Female,Other CVD,0,0,0,Na h-Eileanan Siar,S08000028,NHS Western Isles
2019,S12000013,under 75,Male,Other CVD,0,0,6.257978923126988,Na h-Eileanan Siar,S08000028,NHS Western Isles
2019,S12000014,0-44,All,Other CVD,0,0,0,Falkirk,S08000019,NHS Forth Valley
2019,S12000014,0-44,Female,Other CVD,0,0,0,Falkirk,S08000019,NHS Forth Valley
2019,S12000014,0-44,Male,Other CVD,0,0,0,Falkirk,S08000019,NHS Forth Valley
2019,S12000014,45-64,All,Other CVD,0,0,0,Falkirk,S08000019,NHS Forth Valley
2019,S12000014,45-64,Female,Other CVD,0,0,7.105427357601002e-15,Falkirk,S08000019,NHS Forth Valley
2019,S12000014,45-64,Male,Other CVD,0,0,3.552713678800501e-15,Falkirk,S08000019,NHS Forth Valley
2019,S12000014,65-74,All,Other CVD,0,0,17.424917909036886,Falkirk,S08000019,NHS Forth Valley
2019,S12000014,65-74,Female,Other CVD,0,0,22.46663194550821,Falkirk,S08000019,NHS Forth Valley
2019,S12000014,65-74,Male,Other CVD,0,0,12.383203872565574,Falkirk,S08000019,NHS Forth Valley
2019,S12000014,All,All,Other CVD,36,22.375536080551974,24.664487808068728,Falkirk,S08000019,NHS Forth Valley
2019,S12000014,All,Female,Other CVD,19,23.159716720096554,22.044708567742617,Falkirk,S08000019,NHS Forth Valley
2019,S12000014,All,Male,Other CVD,17,21.55965048001932,27.28426704839483,Falkirk,S08000019,NHS Forth Valley
2019,S12000014,over 75,All,Other CVD,0,0,253.72079364022062,Falkirk,S08000019,NHS Forth Valley
2019,S12000014,over 75,Female,Other CVD,0,0,218.73013570515866,Falkirk,S08000019,NHS Forth Valley
2019,S12000014,over 75,Male,Other CVD,0,0,288.71145157528275,Falkirk,S08000019,NHS Forth Valley
2019,S12000014,under 75,All,Other CVD,0,0,2.010567451042718,Falkirk,S08000019,NHS Forth Valley
2019,S12000014,under 75,Female,Other CVD,0,0,2.592303686020175,Falkirk,S08000019,NHS Forth Valley
2019,S12000014,under 75,Male,Other CVD,0,0,1.4288312160652588,Falkirk,S08000019,NHS Forth Valley
2019,S12000017,0-44,All,Other CVD,0,0,0.9211078234647254,Highland,S08000022,NHS Highland
2019,S12000017,0-44,Female,Other CVD,0,0,0,Highland,S08000022,NHS Highland
2019,S12000017,0-44,Male,Other CVD,0,0,1.8422156469294515,Highland,S08000022,NHS Highland
2019,S12000017,45-64,All,Other CVD,0,0,1.3690597069755857,Highland,S08000022,NHS Highland
2019,S12000017,45-64,Female,Other CVD,0,0,1.7763568394002505e-15,Highland,S08000022,NHS Highland
2019,S12000017,45-64,Male,Other CVD,0,0,2.738119413951175,Highland,S08000022,NHS Highland
2019,S12000017,65-74,All,Other CVD,0,0,27.177922950526273,Highland,S08000022,NHS Highland
2019,S12000017,65-74,Female,Other CVD,0,0,13.174335048122387,Highland,S08000022,NHS Highland
2019,S12000017,65-74,Male,Other CVD,0,0,41.18151085293017,Highland,S08000022,NHS Highland
2019,S12000017,All,All,Other CVD,66,27.986261289912235,26.454562513259972,Highland,S08000022,NHS Highland
2019,S12000017,All,Female,Other CVD,36,29.933647082300894,24.1773287981661,Highland,S08000022,NHS Highland
2019,S12000017,All,Male,Other CVD,30,25.959641410819977,28.731796228353872,Highland,S08000022,NHS Highland
2019,S12000017,over 75,All,Other CVD,0,0,252.67423951594702,Highland,S08000022,NHS Highland
2019,S12000017,over 75,Female,Other CVD,0,0,253.26692909014696,Highland,S08000022,NHS Highland
2019,S12000017,over 75,Male,Other CVD,0,0,252.0815499417472,Highland,S08000022,NHS Highland
2019,S12000017,under 75,All,Other CVD,0,0,4.081187864642571,Highland,S08000022,NHS Highland
2019,S12000017,under 75,Female,Other CVD,0,0,1.520115582475663,Highland,S08000022,NHS Highland
2019,S12000017,under 75,Male,Other CVD,0,0,6.642260146809486,Highland,S08000022,NHS Highland
2019,S12000018,0-44,All,Other CVD,0,0,0,Inverclyde,S08000031,NHS Greater Glasgow and Clyde
2019,S12000018,0-44,Female,Other CVD,0,0,0,Inverclyde,S08000031,NHS Greater Glasgow and Clyde
2019,S12000018,0-44,Male,Other CVD,0,0,0,Inverclyde,S08000031,NHS Greater Glasgow and Clyde
2019,S12000018,45-64,All,Other CVD,0,0,3.832547169811317,Inverclyde,S08000031,NHS Greater Glasgow and Clyde
2019,S12000018,45-64,Female,Other CVD,0,0,-1.7763568394002505e-15,Inverclyde,S08000031,NHS Greater Glasgow and Clyde
2019,S12000018,45-64,Male,Other CVD,0,0,7.665094339622641,Inverclyde,S08000031,NHS Greater Glasgow and Clyde
2019,S12000018,65-74,All,Other CVD,0,0,23.595023595023594,Inverclyde,S08000031,NHS Greater Glasgow and Clyde
2019,S12000018,65-74,Female,Other CVD,0,0,0,Inverclyde,S08000031,NHS Greater Glasgow and Clyde
2019,S12000018,65-74,Male,Other CVD,0,0,47.190047190047196,Inverclyde,S08000031,NHS Greater Glasgow and Clyde
2019,S12000018,All,All,Other CVD,23,29.5629820051414,27.265610636068708,Inverclyde,S08000031,NHS Greater Glasgow and Clyde
2019,S12000018,All,Female,Other CVD,12,29.620853080568764,21.080366417332144,Inverclyde,S08000031,NHS Greater Glasgow and Clyde
2019,S12000018,All,Male,Other CVD,11,29.5001072731173,33.45085485480527,Inverclyde,S08000031,NHS Greater Glasgow and Clyde
2019,S12000018,over 75,All,Other CVD,0,0,264.1389795399025,Inverclyde,S08000031,NHS Greater Glasgow and Clyde
2019,S12000018,over 75,Female,Other CVD,0,0,234.22629352591264,Inverclyde,S08000031,NHS Greater Glasgow and Clyde
2019,S12000018,over 75,Male,Other CVD,0,0,294.05166555389246,Inverclyde,S08000031,NHS Greater Glasgow and Clyde
2019,S12000018,under 75,All,Other CVD,0,0,3.838574151074149,Inverclyde,S08000031,NHS Greater Glasgow and Clyde
2019,S12000018,under 75,Female,Other CVD,0,0,0,Inverclyde,S08000031,NHS Greater Glasgow and Clyde
2019,S12000018,under 75,Male,Other CVD,0,0,7.677148302148302,Inverclyde,S08000031,NHS Greater Glasgow and Clyde
2019,S12000019,0-44,All,Other CVD,0,0,0,Midlothian,S08000024,NHS Lothian
2019,S12000019,0-44,Female,Other CVD,0,0,0,Midlothian,S08000024,NHS Lothian
2019,S12000019,0-44,Male,Other CVD,0,0,0,Midlothian,S08000024,NHS Lothian
2019,S12000019,45-64,All,Other CVD,0,0,4.152881407549938,Midlothian,S08000024,NHS Lothian
2019,S12000019,45-64,Female,Other CVD,0,0,0,Midlothian,S08000024,NHS Lothian
2019,S12000019,45-64,Male,Other CVD,0,0,8.305762815099875,Midlothian,S08000024,NHS Lothian
2019,S12000019,65-74,All,Other CVD,0,0,19.043594156765174,Midlothian,S08000024,NHS Lothian
2019,S12000019,65-74,Female,Other CVD,0,0,38.087188313530376,Midlothian,S08000024,NHS Lothian
2019,S12000019,65-74,Male,Other CVD,0,0,-7.105427357601002e-15,Midlothian,S08000024,NHS Lothian
2019,S12000019,All,All,Other CVD,18,19.467878001297837,25.466739059327544,Midlothian,S08000024,NHS Lothian
2019,S12000019,All,Female,Other CVD,11,22.904260192395803,23.857420394233337,Midlothian,S08000024,NHS Lothian
2019,S12000019,All,Male,Other CVD,7,15.753702119998161,27.076057724421744,Midlothian,S08000024,NHS Lothian
2019,S12000019,over 75,All,Other CVD,0,0,248.5183122207384,Midlothian,S08000024,NHS Lothian
2019,S12000019,over 75,Female,Other CVD,0,0,220.6473957923626,Midlothian,S08000024,NHS Lothian
2019,S12000019,over 75,Male,Other CVD,0,0,276.3892286491142,Midlothian,S08000024,NHS Lothian
2019,S12000019,under 75,All,Other CVD,0,0,3.406693362045143,Midlothian,S08000024,NHS Lothian
2019,S12000019,under 75,Female,Other CVD,0,0,4.3946755746381205,Midlothian,S08000024,NHS Lothian
2019,S12000019,under 75,Male,Other CVD,0,0,2.418711149452159,Midlothian,S08000024,NHS Lothian
2019,S12000020,0-44,All,Other CVD,0,0,0,Moray,S08000020,NHS Grampian
2019,S12000020,0-44,Female,Other CVD,0,0,0,Moray,S08000020,NHS Grampian
2019,S12000020,0-44,Male,Other CVD,0,0,0,Moray,S08000020,NHS Grampian
2019,S12000020,45-64,All,Other CVD,0,0,3.440154542327134,Moray,S08000020,NHS Grampian
2019,S12000020,45-64,Female,Other CVD,0,0,6.880309084654268,Moray,S08000020,NHS Grampian
2019,S12000020,45-64,Male,Other CVD,0,0,0,Moray,S08000020,NHS Grampian
2019,S12000020,65-74,All,Other CVD,0,0,34.18417323967665,Moray,S08000020,NHS Grampian
2019,S12000020,65-74,Female,Other CVD,0,0,49.92434916211654,Moray,S08000020,NHS Grampian
2019,S12000020,65-74,Male,Other CVD,0,0,18.443997317236757,Moray,S08000020,NHS Grampian
2019,S12000020,All,All,Other CVD,40,41.74493842621581,38.219980119759235,Moray,S08000020,NHS Grampian
2019,S12000020,All,Female,Other CVD,27,55.930728756681106,44.26511014486745,Moray,S08000020,NHS Grampian
2019,S12000020,All,Male,Other CVD,13,27.341942539856106,32.17485009465101,Moray,S08000020,NHS Grampian
2019,S12000020,over 75,All,Other CVD,0,0,374.65556639862774,Moray,S08000020,NHS Grampian
2019,S12000020,over 75,Female,Other CVD,0,0,413.3307952823539,Moray,S08000020,NHS Grampian
2019,S12000020,over 75,Male,Other CVD,0,0,335.98033751490163,Moray,S08000020,NHS Grampian
2019,S12000020,under 75,All,Other CVD,0,0,4.946130927343669,Moray,S08000020,NHS Grampian
2019,S12000020,under 75,Female,Other CVD,0,0,7.7641083180831,Moray,S08000020,NHS Grampian
2019,S12000020,under 75,Male,Other CVD,0,0,2.1281535366042394,Moray,S08000020,NHS Grampian
2019,S12000021,0-44,All,Other CVD,0,0,0,North Ayrshire,S08000015,NHS Ayrshire and Arran
2019,S12000021,0-44,Female,Other CVD,0,0,0,North Ayrshire,S08000015,NHS Ayrshire and Arran
2019,S12000021,0-44,Male,Other CVD,0,0,0,North Ayrshire,S08000015,NHS Ayrshire and Arran
2019,S12000021,45-64,All,Other CVD,0,0,17.168951017219953,North Ayrshire,S08000015,NHS Ayrshire and Arran
2019,S12000021,45-64,Female,Other CVD,0,0,9.93323619865268,North Ayrshire,S08000015,NHS Ayrshire and Arran
2019,S12000021,45-64,Male,Other CVD,0,0,24.40466583578723,North Ayrshire,S08000015,NHS Ayrshire and Arran
2019,S12000021,65-74,All,Other CVD,0,0,23.96436502012748,North Ayrshire,S08000015,NHS Ayrshire and Arran
2019,S12000021,65-74,Female,Other CVD,0,0,10.558547143913003,North Ayrshire,S08000015,NHS Ayrshire and Arran
2019,S12000021,65-74,Male,Other CVD,0,0,37.370182896341994,North Ayrshire,S08000015,NHS Ayrshire and Arran
2019,S12000021,All,All,Other CVD,49,36.36633516401953,40.178476452251786,North Ayrshire,S08000015,NHS Ayrshire and Arran
2019,S12000021,All,Female,Other CVD,22,31.166329031435495,25.537181137813704,North Ayrshire,S08000015,NHS Ayrshire and Arran
2019,S12000021,All,Male,Other CVD,27,42.08819815747219,54.81977176668989,North Ayrshire,S08000015,NHS Ayrshire and Arran
2019,S12000021,over 75,All,Other CVD,0,0,367.91606783972344,North Ayrshire,S08000015,NHS Ayrshire and Arran
2019,S12000021,over 75,Female,Other CVD,0,0,242.18028994510962,North Ayrshire,S08000015,NHS Ayrshire and Arran
2019,S12000021,over 75,Male,Other CVD,0,0,493.65184573433737,North Ayrshire,S08000015,NHS Ayrshire and Arran
2019,S12000021,under 75,All,Other CVD,0,0,7.764868512831509,North Ayrshire,S08000015,NHS Ayrshire and Arran
2019,S12000021,under 75,Female,Other CVD,0,0,4.110939607421788,North Ayrshire,S08000015,NHS Ayrshire and Arran
2019,S12000021,under 75,Male,Other CVD,0,0,11.418797418241237,North Ayrshire,S08000015,NHS Ayrshire and Arran
2019,S12000023,0-44,All,Other CVD,0,0,0,Orkney Islands,S08000025,NHS Orkney
2019,S12000023,0-44,Female,Other CVD,0,0,0,Orkney Islands,S08000025,NHS Orkney
2019,S12000023,0-44,Male,Other CVD,0,0,0,Orkney Islands,S08000025,NHS Orkney
2019,S12000023,45-64,All,Other CVD,0,0,0,Orkney Islands,S08000025,NHS Orkney
2019,S12000023,45-64,Female,Other CVD,0,0,0,Orkney Islands,S08000025,NHS Orkney
2019,S12000023,45-64,Male,Other CVD,0,0,0,Orkney Islands,S08000025,NHS Orkney
2019,S12000023,65-74,All,Other CVD,0,0,34.70776065528252,Orkney Islands,S08000025,NHS Orkney
2019,S12000023,65-74,Female,Other CVD,0,0,0,Orkney Islands,S08000025,NHS Orkney
2019,S12000023,65-74,Male,Other CVD,0,0,69.41552131056504,Orkney Islands,S08000025,NHS Orkney
2019,S12000023,All,All,Other CVD,7,31.432420296362835,28.686409476116665,Orkney Islands,S08000025,NHS Orkney
2019,S12000023,All,Female,Other CVD,4,35.765379113018554,27.479766610201388,Orkney Islands,S08000025,NHS Orkney
2019,S12000023,All,Male,Other CVD,3,27.0611582175717,29.89305234203194,Orkney Islands,S08000025,NHS Orkney
2019,S12000023,over 75,All,Other CVD,0,0,278.2454956368,Orkney Islands,S08000025,NHS Orkney
2019,S12000023,over 75,Female,Other CVD,0,0,305.3307401133487,Orkney Islands,S08000025,NHS Orkney
2019,S12000023,over 75,Male,Other CVD,0,0,251.16025116025122,Orkney Islands,S08000025,NHS Orkney
2019,S12000023,under 75,All,Other CVD,0,0,4.004741614071062,Orkney Islands,S08000025,NHS Orkney
2019,S12000023,under 75,Female,Other CVD,0,0,0,Orkney Islands,S08000025,NHS Orkney
2019,S12000023,under 75,Male,Other CVD,0,0,8.00948322814212,Orkney Islands,S08000025,NHS Orkney
2019,S12000026,0-44,All,Other CVD,0,0,2.118823629121112,Scottish Borders,S08000016,NHS Borders
2019,S12000026,0-44,Female,Other CVD,0,0,4.237647258242224,Scottish Borders,S08000016,NHS Borders
2019,S12000026,0-44,Male,Other CVD,0,0,0,Scottish Borders,S08000016,NHS Borders
2019,S12000026,45-64,All,Other CVD,0,0,7.682918738224274,Scottish Borders,S08000016,NHS Borders
2019,S12000026,45-64,Female,Other CVD,0,0,10.08979921299566,Scottish Borders,S08000016,NHS Borders
2019,S12000026,45-64,Male,Other CVD,0,0,5.276038263452884,Scottish Borders,S08000016,NHS Borders
2019,S12000026,65-74,All,Other CVD,0,0,6.638903977307024,Scottish Borders,S08000016,NHS Borders
2019,S12000026,65-74,Female,Other CVD,0,0,0,Scottish Borders,S08000016,NHS Borders
2019,S12000026,65-74,Male,Other CVD,0,0,13.277807954614033,Scottish Borders,S08000016,NHS Borders
2019,S12000026,All,All,Other CVD,35,30.3004068911782,27.401818227237747,Scottish Borders,S08000016,NHS Borders
2019,S12000026,All,Female,Other CVD,17,28.6257935238352,23.057256930279856,Scottish Borders,S08000016,NHS Borders
2019,S12000026,All,Male,Other CVD,18,32.0724123799511,31.746379524195653,Scottish Borders,S08000016,NHS Borders
2019,S12000026,over 75,All,Other CVD,0,0,261.3843898251745,Scottish Borders,S08000016,NHS Borders
2019,S12000026,over 75,Female,Other CVD,0,0,201.0570068820578,Scottish Borders,S08000016,NHS Borders
2019,S12000026,over 75,Male,Other CVD,0,0,321.7117727682908,Scottish Borders,S08000016,NHS Borders
2019,S12000026,under 75,All,Other CVD,0,0,4.260684772496778,Scottish Borders,S08000016,NHS Borders
2019,S12000026,under 75,Female,Other CVD,0,0,5.452886055928188,Scottish Borders,S08000016,NHS Borders
2019,S12000026,under 75,Male,Other CVD,0,0,3.068483489065372,Scottish Borders,S08000016,NHS Borders
2019,S12000027,0-44,All,Other CVD,0,0,0,Shetland Islands,S08000026,NHS Shetland
2019,S12000027,0-44,Female,Other CVD,0,0,0,Shetland Islands,S08000026,NHS Shetland
2019,S12000027,0-44,Male,Other CVD,0,0,0,Shetland Islands,S08000026,NHS Shetland
2019,S12000027,45-64,All,Other CVD,0,0,0,Shetland Islands,S08000026,NHS Shetland
2019,S12000027,45-64,Female,Other CVD,0,0,0,Shetland Islands,S08000026,NHS Shetland
2019,S12000027,45-64,Male,Other CVD,0,0,0,Shetland Islands,S08000026,NHS Shetland
2019,S12000027,65-74,All,Other CVD,0,0,0,Shetland Islands,S08000026,NHS Shetland
2019,S12000027,65-74,Female,Other CVD,0,0,0,Shetland Islands,S08000026,NHS Shetland
2019,S12000027,65-74,Male,Other CVD,0,0,0,Shetland Islands,S08000026,NHS Shetland
2019,S12000027,All,All,Other CVD,1,4.363001745200702,3.8940809968847354,Shetland Islands,S08000026,NHS Shetland
2019,S12000027,All,Female,Other CVD,1,8.900756564308,7.788161993769471,Shetland Islands,S08000026,NHS Shetland
2019,S12000027,All,Male,Other CVD,0,0,0,Shetland Islands,S08000026,NHS Shetland
2019,S12000027,over 75,All,Other CVD,0,0,43.267566632052564,Shetland Islands,S08000026,NHS Shetland
2019,S12000027,over 75,Female,Other CVD,0,0,86.53513326410521,Shetland Islands,S08000026,NHS Shetland
2019,S12000027,over 75,Male,Other CVD,0,0,0,Shetland Islands,S08000026,NHS Shetland
2019,S12000027,under 75,All,Other CVD,0,0,0,Shetland Islands,S08000026,NHS Shetland
2019,S12000027,under 75,Female,Other CVD,0,0,0,Shetland Islands,S08000026,NHS Shetland
2019,S12000027,under 75,Male,Other CVD,0,0,0,Shetland Islands,S08000026,NHS Shetland
2019,S12000028,0-44,All,Other CVD,0,0,2.1257728702792655,South Ayrshire,S08000015,NHS Ayrshire and Arran
